date,DLNULC,dl4pmcg,LUR,DLPTM,PIE_RBAQ,dummy1,dummy2,dummy3,dummy4
1997 Q4,-0.32459639474031743,6.3871470386661855,7.976021996748106,0.7,0.6738,0,0,0,0
1998 Q1,0.3874808118249362,8.205906323515144,7.8396055088523315,0.5,0.68607,0,0,0,0
1998 Q2,0.4974484956477676,10.244080555449209,7.733143539293041,0.5,0.67706,0,0,0,0
1998 Q3,1.1509850750960116,11.102625319350423,7.786993133132569,0.3,0.65673,0,0,0,0
1998 Q4,-0.9182160003879947,6.51638942498538,7.3740286201655625,0.4,0.63078,0,0,0,0
1999 Q1,0.08849437143070293,3.2587647998844282,7.08157189056463,0.5,0.63067,0,0,0,0
1999 Q2,1.1891130026347785,-1.1469027348764982,6.885161385094019,0.4,0.62223,0,0,0,0
1999 Q3,-0.7272917724638228,-5.666003356549165,6.873846195658862,0.8,0.62682,0,0,0,0
1999 Q4,1.0629721477839915,-3.9118416595471217,6.63320307442582,0.6,0.64972,0,0,0,0
2000 Q1,1.2891195912688946,-2.0131970951924316,6.649737822990609,0.7,0.64148,0,0,0,0
2000 Q2,0.21478325191159886,4.170891253848286,6.301169713740595,0.5,0.62182,0,0,0,0
2000 Q3,1.626074060867122,5.919918008416758,5.988972299770068,0.6,0.61637,0,0,0,0
2000 Q4,1.677257713825453,8.981477240732882,6.171110815012282,0.6,0.61446,0,0,0,0
2001 Q1,0.8861108966099485,8.228463259096674,6.366656106268753,1,0.58809,0,0,0,0
2001 Q2,0.49757032737320905,8.246203732647572,6.868653558839721,0.8,0.59184,0,0,0,0
2001 Q3,-0.08762239134674221,5.66886876816568,6.866769455059907,0.7,0.59856,0,0,0,0
2001 Q4,-0.040598985960782485,2.8755974987303645,6.978651245402467,0.9,0.5939,0,0,0,0
2002 Q1,0.4610016541502837,1.9355442952956103,6.625910429425986,0.7,0.60577,0,0,0,0
2002 Q2,-0.1330721931925405,-4.324132417319415,6.404006771732529,0.6,0.6135,0,0,0,0
2002 Q3,1.516859752793609,-2.753210339020118,6.279817567430889,0.7,0.61531,0,0,0,0
2002 Q4,-0.010464369879570334,-4.345011692652445,6.15702103423279,0.7,0.62319,0,0,0,0
2003 Q1,1.5488209768704353,-4.659608729443221,6.054938495464802,0.8,0.62863,0,0,0,0
2003 Q2,1.5396525392696203,-5.552309049921789,6.050362916699914,0.5,0.61661,0,0,0,0
2003 Q3,-0.5807112556784233,-8.031641781620547,5.906099733283066,0.7,0.61396,0,0,0,0
2003 Q4,0.09735024548462867,-10.389959501815138,5.708123835267475,0.7,0.61831,0,0,0,0
2004 Q1,1.3554569762423307,-11.98772772594987,5.536391478582869,0.7,0.62115,0,0,0,0
2004 Q2,0.7419190505534079,-6.52308022313326,5.4350746959400675,0.6,0.63087,0,0,0,0
2004 Q3,1.4963620142681267,-2.613938820303563,5.4786046433885405,0.6,0.6295,0,0,0,0
2004 Q4,1.3485613400341157,-2.0277192439150937,5.1168694156793375,0.8,0.63045,0,0,0,0
2005 Q1,0.8744473046823575,-0.5676458004804985,5.106451865361528,0.6,0.64794,0,0,0,0
2005 Q2,0.7435068188515137,-2.6194201090823377,5.056412459856086,0.6,0.6514,0,0,0,0
2005 Q3,1.1722127193690923,-2.6841037524811817,4.957913278411152,0.6,0.64706,0,0,0,0
2005 Q4,0.5494044299141576,-1.0294896726862568,5.007254883596001,0.7,0.64238,0,0,0,0
2006 Q1,1.874286741338338,1.1320875624481808,5.04378022530606,0.8,0.65535,0,0,0,0
2006 Q2,1.2343487806855569,1.2246973609973288,4.85659567910306,0.8,0.65701,0,0,0,0
2006 Q3,0.33500560823953585,-0.7532992307544895,4.67777345497824,0.7,0.65882,0,0,0,0
2006 Q4,2.1892680098286377,-1.5166167471410752,4.515033279986513,0.6,0.65559,0,0,0,0
2007 Q1,1.0527733194788835,-2.2771382412477337,4.549123169714376,0.6,0.65458,0,0,0,0
2007 Q2,1.914811567892194,-4.011999378942566,4.3242964159429516,0.9,0.65985,0,0,0,0
2007 Q3,0.6027178217909102,-4.050698427981736,4.254672889132682,0.9,0.67089,0,0,0,0
2007 Q4,1.1834673714385957,-4.293342290860114,4.353300947042371,1.2,0.67235,0,0,0,0
2008 Q1,0.933946062185842,-2.8225718064629035,4.0849835860748085,1.1,0.6753,0,0,0,0
2008 Q2,2.257915374249575,-2.366974408590483,4.257985025738098,1.2,0.68221,0,0,0,0
2008 Q3,-0.07011260965852362,0.5888142625222414,4.184482356866493,1.2,0.67803,0,0,0,0
2008 Q4,0.7180655010893711,15.997331929834147,4.440587203785862,0.7,0.63756,0,0,0,0
2009 Q1,-1.3626491079426373,17.60498742460772,5.307365407263365,0.9,0.62437,0,0,0,0
2009 Q2,-0.8864984877763771,12.903025974373161,5.7284025785405035,0.7,0.62803,0,0,0,0
2009 Q3,0.9501910806012592,6.166011635755986,5.682494609081779,0.7,0.64717,0,0,0,0
2009 Q4,0.8260596360145867,-12.760168444084918,5.557039039507716,0.8,0.6594,0,0,0,0
2010 Q1,1.3697379736516302,-14.112877009846336,5.328311809659725,0.8,0.67352,0,0,0,0
2010 Q2,2.0800251555051386,-7.654007712233479,5.29037371990404,0.4,0.68211,0,0,0,0
2010 Q3,1.4630097779642082,-3.0829158019901826,5.124087671859822,0.6,0.67211,0,0,0,0
2010 Q4,1.342575983533001,-2.3438572972017013,5.089561194129056,0.4,0.68018,0,0,0,0
2011 Q1,2.143075760395474,-4.185525773661247,4.966745406633732,0.8,0.69473,0,0,0,0
2011 Q2,0.556388463276547,-5.84962066816086,4.962764457176549,0.8,0.68411,0,0,0,0
2011 Q3,0.3027973710607146,-5.760499194271507,5.194261643943721,0.4,0.68203,0,0,0,0
2011 Q4,-0.07082687948685162,0,5.204654029517897,0.6,0.69299,0,0,0,0
2012 Q1,1.269402673848341,-2.2111453607431386,5.140649845502665,0.4,0.66838,0,0,0,0
2012 Q2,0.04556521285112858,1.197619104671599,5.119070276716153,0.5,0.66745,0,0,0,0
2012 Q3,-0.819890103772769,0,5.275412873272323,0.7,0.67207,0,0,0,0
2012 Q4,0.9258545713661359,-1.996074256253788,5.366095915161528,0.5,0.65538,0,0,0,0
2013 Q1,-0.0346682716666713,0.708863727773501,5.4748997884011,0.5,0.65259,0,0,0,0
2013 Q2,0.5606373666826148,-0.5970166986504211,5.630928621718512,0.6,0.64866,0,0,0,0
2013 Q3,-0.13037424237851702,5.475463371835865,5.727648684302,0.7,0.63861,0,0,0,0
2013 Q4,0.5588292768017533,4.629088381435409,5.839647699537654,0.8,0.63792,0,0,0,0
2014 Q1,-0.06460547115898496,7.669939312596341,5.897873880124049,0.5,0.63805,0,0,0,0
2014 Q2,0.3438876005633418,4.964523048916547,5.927387687552555,0.7,0.63818,0,0,0,0
2014 Q3,0.3421711906314795,-0.19047624806542984,6.172778285491343,0.4,0.63671,0,0,0,0
2014 Q4,0.08435416179166655,3.8702329019038473,6.252883573685142,0.6,0.63668,0,0,0,0
2015 Q1,-0.5886443987618728,4.923510299768541,6.20155130603851,0.6,0.63472,0,0,0,0
2015 Q2,0.8867204424069186,6.346957394866681,6.016607495151483,0.6,0.63942,0,0,0,0
2015 Q3,-0.03454768416573106,9.97202349434545,6.181795470192542,0.3,0.63529,0,0,0,0
2015 Q4,0.16196251871709588,8.430710645999362,5.834411024694431,0.6,0.63102,0,0,0,0
2016 Q1,0.11373764830380217,3.9254931018431805,5.7950730791301535,0.2,0.61734,0,0,0,0
2016 Q2,-0.43743668873815755,2.2037031046728828,5.686931381077631,0.5,0.61779,0,0,0,0
2016 Q3,1.0347866464133104,-2.092491342424818,5.661447708512646,0.3,0.58842,0,0,0,0
2016 Q4,-1.4227692660386482,-4.082199452025481,5.733902451534723,0.4,0.58895,0,0,0,0
2017 Q1,0.6923434625425995,-3.3046485355948008,5.805652724839561,0.5,0.58643,0,0,0,0
2017 Q2,0.7236951786835921,-0.9636517848274018,5.592023946374547,0.5,0.58349,0,0,0,0
2017 Q3,0.33114231086536217,-1.5986130846302515,5.538129595756791,0.4,0.59014,0,0,0,0
2017 Q4,1.1663468308238611,-0.44424773195608225,5.492058198737104,0.4,0.58338,0,0,0,0
2018 Q1,0.10607882314738193,-0.5319161477600254,5.542124697140272,0.5,0.58007,0,0,0,0
2018 Q2,0.27634615150161634,0.4391750580978737,5.4389770792106384,0.4,0.57282,0,0,0,0
2018 Q3,0.954903030689358,3.5183928124475905,5.193334293158891,0.4,0.57476,0,0,0,0
2018 Q4,0.9971037147210371,3.4999197780220648,5.043640147770656,0.5,0.57908,0,0,0,0
2019 Q1,0.7500690342921223,3.2359622773336483,5.037219747853161,0.3,0.57519,0,0,0,0
